,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
1115,,,,,,,,3.5 mm,,1000 mAh,,Yes,2.1,,,,,,262K,2.4 inch,QVGA,,16 GB,Yes,,,Class 12,,,,,,32 MB,2G,,,,,,,Mtech V7Â Â (Blue),,,,‚¹925,0.3MP,Yes,,,,,,32 MB,240 X 320 Pixels,,,Normal,Yes,,,,,,,"GSM, GSM",,,,,72 g,
1116,,,,,,,,3.5 mm,,1800 mAh,,Yes,,,,,,,,1.8 inch,,,32 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,1+1=2 D6Â Â (Coffee),0,,,‚¹599,0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
1117,,,,,,,,,,3050 mAh,,,,,,,,,,5 inch,,,,,,,,,,,,,16 GB,,,Hybrid Slot,,,,,"Tecno i3 PRO (Gold, 16 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹8,800",8MP,,,1.3 MHz,Quad Core,,,3 GB,720 x 1280,,,,,,,,,,,"4G VoLTE, GSM",,,,,,
1118,,,,,,,,3.5 mm,,2600 mAh,,,,,,,,,,5.5 inch,,,,,,,,,,,,,16 GB,,,Hybrid Slot,,,,,"InFocus M535 (Silver, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5.1,,,"‚¹8,265",13MP,,,1.5 GHz,Quad Core,0 0 Quad Core 1.5GHz,,2 GB,1280 x 720 Pixels,,,,,8MP,,,,,,"4G LTE, GSM",,,,,,
1119,,,,,,,,,,3000 mAh,,,,,,,,,,5.5 inch,,,,,,,,,,,,,64 GB,,,Dedicated Slot,,,,,"LG Q6+ (Platinum Platinum, 64 GB)Â Â (4 GB RAM)",Android Nougat 7.1.1,,,"‚¹16,500",13MP,,,1.4 GHz,Octa Core,,,4 GB,1080 x 2160$$Pixels,,,,,,,,,,,"4G VoLTE, GSM",,,,,,
1120,,,,,,,,,,1800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Ssky S9007 RainbowÂ Â (Sky Blue & White),,,,"‚¹1,060",1.3MP,,,1.2 MHz,,,,35 MB,129 x 119$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1121,,,,,,,,3.5 mm,,2100 mAh,,Yes,,,,,,,16M,5 inch,TFT IPS,,,,,,,,,ARM Mali-400 MP2 500MHz,Yes,,8 GB,3G,,,,,,,"ZOPO COLOR E1 Blue (Blue, 8 GB)Â Â (1 GB RAM)",Android Lollipop 5.1,,,"‚¹3,998",8MP,Yes,"Rear 8.0MP
Camera with HDR, Panorama, Night
Mode, Sport Mode, Smile Detection,
Front LED Flash, Back LED Flash
Video Playback: 1080P
Video Capture: 720P",1.3 GHz,Quad Core,Quad-Core,,1 GB,1282 x 720,,,Micro sim,Yes,2MP,Yes,,"Home Key Breathing Light
Gravity, Light, Distance,
Acceleration,
Geomagnetic Sensor",,,"GSM, GSM",,,,,137 g,
1122,,,,,,,,,,1500 mAh,,,,,,,,,,2.4 inch,TFT,,,,,,,,,,,,,,,Hybrid Slot,,,,,Forme Mini 1Â Â (Blue),,,,‚¹999,0.3MP,,,,,,,,320 x 240 Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
1123,,,,,,,,,,1050 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,25 MB,,,Dedicated Slot,,,,,Ssky K7iÂ Â (White & Rose Gold),,,,‚¹760,1.3MP,,,1.2 MHz,,,,25 MB,129 x 119$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1124,,,,,,,,,,3000 mAh,,Yes,4,,,,,,,5.5 inch,IPS,,2 TB,,,,,,,Adreno 505,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"Asus Zenfone 4 Selfie (Gold, 32 GB)Â Â (3 GB RAM)",Android Nougat 7,"2.5D Glass, 74.2% Screen to Body Ratio, 1.65 mm Slim Bezal, Bluelight Filter for Eye Protection, Brightness: 400 nits",,"‚¹9,999",13MP,Yes,"5P Lens, f/ 2.2, 1.12 micrometer, PDAF, Portrait Mode, 52 MP Super Resolution, EIS, Pro (32 Sec Long Exposure), Rear Camera Mode - Auto, Super Resolution, Panorama, Timelapse, Beauty, GIF Animation",1.4 GHz,Octa Core,Octa Core Qualcomm Snapdragon 430,,3 GB,1280 x 720 Pixels,,,,Yes,13MP,Yes,"5P Lens, f/2.0, 1.12 micrometer, Portrait Mode, Beauty Mode, Front Camera Mode - Auto, Selfie Panorama, GIF Animation, Selfie Master Technology: Photo and Video Beautification, Live Stream Beautification, Photo Collage, Mini Movie","Front Fingerprint Sensor, Accelerator, E-Compass, Gyroscope, Proximity Sensor, Ambient Light Sensor",,,"4G VoLTE, WCDMA, UMTS",,,,,144 g,802.11 b/g/n
1125,,,,,,,,,,3000 mAh,,,,,,,,,,2.4 inch,,,32 GB,,,,,,,,,,32 MB,,,,,,,,BlackBear C99 MarathonÂ Â (Pink),,,,"‚¹1,325",0.3MP,,,,,,,32 MB,320 x 480 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1126,,,,,,,,,,600 mAh,,,,,,,,,,1.77 inch,,,,,,,,,,,,,1 MB,,,Dedicated Slot,,,,,Rocktel W17Â Â (Black),,,,‚¹569,0.3MP,,,,,,,1 MB,240 x 320 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1127,,,,,,,,3.5 mm,,1200 mAh,,Yes,2.1,,,,,,262 K,2.8 inch,TFT,,16 GB,Yes,,,,,,,,,128 MB,,,,,,,,Samsung Metro XLÂ Â (White),,,,"‚¹3,225",3.1MP,Yes,"CMOS, VGA Video Recording",312 MHz,Single Core,0 0 Single Core 312MHz,,64 MB,320 x 240 Pixels,,,Mini SIM,Yes,2MP,Yes,"Selfies, 9 Continuous Shots, CMOS",,,,"GSM, GSM",,,,,105 g,
1128,,,"HSDPA Cat 24: 42 Mbit/s (DL), HSUPA Cat 6: 5.76 Mbit/s (UL), WCDMA: 384 Kbit/s (UL), 384 Kbit/s (DL)",,,,,3.5 mm,,3000 mAh,,Yes,4.2,,,,,,16.7M,5.65 inch,,,256 GB,Yes,,,"40 Kbit/s (UL), 60 Kbit/s (DL)",,Yes,,,,64 GB,"4G, 3G, GPRS, EDGE, Wi-Fi",,Hybrid Slot,,,,,"Honor 9 Lite (Midnight Black, 64 GB)Â Â (4 GB RAM)",Android Oreo 8,Support Multi-touch Technology,,"‚¹14,999",13MP + 2MP,Yes,"Photo: Upto 4160 x 3120 Pixels, AF/PDAF, Wide Aperture Mode, Portrait Mode",2.36 GHz,Octa Core,Kirin 659,,4 GB,2160 x 1080 Pixels,,,Nano SIM,Yes,13MP + 2MP,Yes,"Photo: Upto 4160 x 3120 Pixels, Fixed Focus, Portrait Mode, Gesture Control","Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Compass, Gravity Sensor, Phone Status Indicator",,,"4G VoLTE, UMTS, GSM, WCDMA",,,,,149 g,"802.11 b/g/n, 2.4 GHz"
1129,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1130,,,,,,,,,,850 mAh,,,,,,,,,,1.44 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Kechaoda K66 PlusÂ Â (Rosegold),,,,‚¹910,0.3MP,,,1 MHz,,,,32 MB,320 x 240$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1131,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1132,,,,,,,,,,1000 mAh,,,,,,,,,,1.77 inch,,,,,,,,,,,,,1 MB,,,,,,,,ssky K7Â Â (Black),,,,‚¹699,1MP,,,,,,,1 MB,320 x 480 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1133,,,HSPA+,,,,,,,2700 mAh,,Yes,5,,,,,,16.77 M,5.0 inch,AMOLED,,,,,,,,Yes,Adreno 540,,,64 GB,"4G, 3G, EDGE",,,,,,Yes,"Google Pixel 2 (Clearly White, 64 GB)Â Â (4 GB RAM)",Android Oreo 8.0.1,"Cinematic Display, Aspect Ratio: 16:9, 2.5D Corning Gorilla Glass 5, Always-on Display, 95% DCI-P3 Coverage, 100000:1 Super Contrast Ratio, True Black Level, Full 24-bits Depth or 16.77 Million Colors",,"‚¹52,999",12.2MP,Yes,"1.4 micrometer, Autofocus with Laser + Dual Pixel Phase Detection, Optical + Electronic Image Stabilization, f/1.8 Aperture",2.35 GHz,Octa Core,Qualcomm Snapdragon 835 64-bit Octa Core,,4 GB,1920 x 1080 Pixels,,,Nano SIM,Yes,8MP,Yes,"1.4 micrometer, f/2.4 Aperture, Fixed Focus","Active Edge, Proximity / Ambient Light Sensor, Accelerometer / Gyrometer, Magnetometer, Pixel Imprint - Back-mounted Fingerprint Sensor for Fast Unlocking, Barometer, Hall Effect Sensor, Android Sensor Hub, Advanced X-axis Haptics for Sharper / Defined Response",,,"4G VoLTE, 4G LTE, UMTS, WCDMA",,,,,143 g,802.11 a/b/g/n/ac (2x2 MIMO) 2.4 GHz + 5 GHz
1134,,,,,,,,3.5 mm,,2730 mAh,,Yes,4.2,,,,,,,5.2 inch,TFT,,256 GB,,,,,,Yes,Qualcomm Adreno 308,,,16 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"VIVO Y55S (Matte Black, 16 GB)Â Â (3 GB RAM)",Android Marshmallow 6.0,"2.5D Glass and Eye Protection Mode, Smart Split 2.0",,"‚¹10,990",13MP,Yes,"Ultra HD, Normal, Face Beauty, Videos, Night, Panorama, HDR, PPT, Pro",1.4 GHz,Quad Core,Qualcomm Snapdragon 425 64-bit Quad Core 1.4GHz,,3 GB,1280 x 720 Pixels,,,Micro SIM and Nano SIM,Yes,5MP,Yes,Smart Screen Flash,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass, (Virtual) Gyroscope",,,"4G LTE, 4G LTE",,,,,142 g,802.11 b/g/n/ac
1135,,,,,,,,,,3000 mAh,,,,,,,,,,2.8 inch,,,,,,,,,,,,,56 MB,,,Dedicated Slot,,,,,Intex Ultra SelfieÂ Â (Black),,,,"‚¹1,392",0.03MP,,,1 MHz,,,,56 MB,320 x 260$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1136,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1137,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1138,,,,,,,,,,1020 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,,,,Dedicated Slot,,,,,Nokia 130Â Â (Red),,,,"‚¹1,649",0.3MP,,,1.2 MHz,,,,4 MB,160 x 128$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1139,,,,,,,,,,400 mAh,,,,,,,,,,1.44 inch,,,,,,,,,,,,,250 MB,,,Dedicated Slot,,,,,Kechaoda K55 Ultra SlimÂ Â (Gold),,,,‚¹779,,,,,,,,100 MB,320 x 480 Pixels,,,Micro SIM,Yes,,,,,,,GSM,,,,,50 g,
1140,,,,,,,,,,850 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Forme N8Â Â (Black & Blue),,,,‚¹649,0.3MP,,,,,,,32 MB,120 x 240 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1141,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1142,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1143,,,,,,,,3.5mm,,3300 mAh,,Yes,,,,,,,16M,5.7 inch,SUPER AMOLED,,256 GB,Yes,,,,,Yes,Adreno 506,Yes,,64 GB,,,Hybrid Slot,,,,Yes,"Samsung Galaxy C7 Pro (Gold, 64 GB)Â Â (4 GB RAM)",Android Marshmallow 6.0,,,"‚¹24,900",16MP,Yes,It's never too dark for a gorgeous shot with the new Galaxy C7 Pro. The 16 MP rear camera with Dual LED Rear flash and f/1.9 lens allows you to capture moments brilliantly in any light and its 16 MP front camera enables you to create selfies that are envied by all.,2.2 GHz,Octa Core,Qualcomm Snapdragon Octa-Core 2.2GHz,,4 GB,1920 x 1080,,,nano,Yes,16MP,Yes,Low Light Photography | 16MP (F1.9) Front and 16MP (F1.9) Rear Camera | Dual LED Rear Flash,"Accelerometer, Fingerprint sensor, Gyro sensor, Geo magnetic sensor, Proximity sensor, RGB light sensor",,,"4G VoLTE, 4G LTE, GSM",,,,,170 g,
1144,,,,,,,,,,1050 mAh,,,,,,,,,,1.7 inch,,,,,,,,,,,,,250 MB,,,,,,,,Callbar C63Â Â (White),,,,‚¹679,1.3MP,,,1 MHz,,,,512 MB,320*480,,,,,,,,,,,GSM,,,,,,
1145,,,,,,,,,,2350 mAh,,Yes,,,,,,,,5 inch,,,,,,,,,,,Yes,,16 GB,,,Dedicated Slot,,,,,"Moto C (Starry Black, 16 GB)Â Â (1 GB RAM)",Android Nougat 7.0,,,"‚¹6,222",5MP,Yes,,1.3 GHz,Quad Core,MT6580m 64-bit,,1 GB,480 x 854 Pixels,,,,,,Yes,2,Gravity Sensor,,,"4G VoLTE, GSM",,,,,154 g,
1146,,,HSPA+,,,,,,,4000 mAh,,,,,,,,,16M,5.2 inch,TFT LCD IPS,,128 GB,,,,,,,,,,32 GB,"4G, 3G, GPRS, EDGE",,Dedicated Slot,,,,,"Lenovo K8 Plus (Fine Gold, 32 GB)Â Â (4 GB RAM)",Android Nougat 7.1.1,,,"‚¹10,999",13MP + 5MP,Yes,Auto Focus,2.5 GHz,Octa Core,MediaTek MTK Helio P25 Octa Core 2.5 GHz,,4 GB,1920 x 1080 Pixels,,,Nano SIM,Yes,8MP,Yes,,Fingerprint Sensor,,,"4G VoLTE, 4G LTE, WCDMA",,,,,,
1147,,,,,,,,3.5 mm,,1400 mAh,,Yes,,,,,,,,4 inch,,,32 GB,Yes,,,,,No,,,,8 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,"Karbonn A40 Indian (Champagne, 8 GB)Â Â (1 GB RAM)",Android Nougat 7.0,,,"‚¹2,998",2MP,Yes,,1.3 GHz,Quad Core,Mediatek,,1 GB,800 x 480,,,,Yes,0.3MP,Yes,,,,,"4G LTE, GSM",,,,,115 g,
1148,,,,,,,,,,2200,,,,,,,,,,5,,,,,,,,,,,,,8 GB,,,Dedicated Slot,,,,,"I Kall K3 Volte (Gold, 8 GB)Â Â (1 GB RAM)",Android Marshmallow 6.0,,,"‚¹3,899",5MP,Yes,,1.3,Quad Core,,,1 GB,854 x 480$$Pixels,,,Micro SIM,Yes,,Yes,,,,,"4G LTE, GSM",,,,,,
1149,,,,,,,,,,4010 mAh,,,,,,,,,,5.5 inch,IPS,,256 GB,Yes,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Hybrid Slot,,,,,"Gionee A1 (Black, 64 GB)Â Â (4 GB RAM)",Android Nougat 7,"2.5D Curved Edge Display, Gorilla Glass Protection",,"‚¹11,899",13MP,Yes,"f/2.0 Aperture, 5P Lens, 1.12 micron Pixel Size, Face Beauty, HDR, Night Mode, Professional, Time-lapse, Slow Motion, Smart Scene, Text Recognition, GIF, PicNote, Smart Scan, Mood Photo, Card Scanner, Translation, Panorama",2 GHz,Octa Core,MediaTek MT6755 Helio P10 Octa Core 2.0GHz,,4 GB,1920 x 1080 pixels,,,Micro SIM and Nano SIM,Yes,16MP,Yes,"f/2.0 Aperture, 5P Lens, 2.0 micron Pixel Size with Phase Detection Autofocus Technology (PDAF), Capable of Capturing Improved Low-light Selfies and Videos. Upgraded Selfie Flash Covered by Custom Filers for Steady Light, Face Beauty 2.0 for Enhancing Selfies and Video Calls (WhatsApp and Messenger)","G-sensor, Proximity Sensor, Light Sensor, Gyro Sensor",,,"4G LTE, 4G LTE",,,,,183 g,
1150,,,,,,,,,,1000 mAh,,,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,10 KB,,,Dedicated Slot,,,,,Mido 1616Â Â (Grey),,,,‚¹599,0.3MP,Yes,,,,,,10 MB,320 x 240 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1151,,,HSPA+,,,,,,,4000 mAh,,,,,,,,,16M,5.2 inch,TFT LCD IPS,,128 GB,,,,,,,,,,32 GB,"4G, 3G, GPRS, EDGE",,Dedicated Slot,,,,,"Lenovo K8 Plus (Fine Gold, 32 GB)Â Â (4 GB RAM)",Android Nougat 7.1.1,,,"‚¹10,999",13MP + 5MP,Yes,Auto Focus,2.5 GHz,Octa Core,MediaTek MTK Helio P25 Octa Core 2.5 GHz,,4 GB,1920 x 1080 Pixels,,,Nano SIM,Yes,8MP,Yes,,Fingerprint Sensor,,,"4G VoLTE, 4G LTE, WCDMA",,,,,,
1152,,,,,,,,,,850 mAh,,,,,,,,,,1.8 inch,,,,Yes,,,,,,,,,,,,Dedicated Slot,,,,,Forme N5+ Selfie with Wireless FMÂ Â (Green & Black),,,,‚¹699,0.8MP,,,,,,,32 MB,128 x 160 Pixels,,,,,0.3MP,,,,,,"GSM, GSM",,,,,,
1153,,,,,,,,3.5mm,,1050 mAh,,Yes,,,,,,,,2.4 inch,,,16 GB,Yes,,,,,,,,,1 MB,2G,,Dedicated Slot,,,,,Darago 3310 iÂ Â (Navy Blue),,,,‚¹779,0.3MP,Yes,,1 MHz,,,,1 MB,320 x 240$$Pixels,,,Normal SIM,Yes,,,,,,,"GSM, GSM",,,,,,
1154,,,,,,,,3.5 mm,,1000 mAh,,Yes,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,"I Kall K31 Combo of Two MobileÂ Â (Red, Yellow)",0,,,"‚¹1,199",0.3MP,Yes,,,,,,32 MB,128 x 160 Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
1155,,,,,,,,3.5 mm,,1000 mAh,,Yes,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,,,,,,I Kall K16Â Â (Blue),,,,‚¹799,0.3MP,Yes,,,,,,,128 x 160 Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
1156,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1157,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1158,,,,,,,,3.5 mm,,2800 mAh,,Yes,4.1,,,,,,,5.5 inch,,,2 TB,,,,,,,,,,16 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Dedicated Slot,,,,,"HTC Desire 828 Dual Sim (Dark Grey, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5.1,,,"‚¹8,999",13MP,Yes,"Auto Focus, BSI Sensor, OIS (Optical Image Stabilization), Supports Flash",1.5 GHz,Octa Core,Mediatek MT6753T Octa Core 1.5GHz,,2 GB,1080 x 1920 Pixels,,,Nano SIM,Yes,,Yes,"HTC UltraPixel, f/2.0 Aperture, BSI Sensor, 26.8 mm Lens, Full HD Video Recording",,,,"4G LTE, GSM",,,,,148 g,802.11 b/g/n
1159,,,,,,,,,,2500 mAh,,,,,,,,,,5 inch,,,,,,,,,,,,,32 GB,,,Hybrid Slot,,,,,"Coolpad Note 5 Lite (Royal Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,,,"‚¹7,110",13MP,,,1.2 GHz,Quad Core,,,3 GB,1280 x 720 Pixels,,,,,8MP,,,,,,"4G VoLTE, GSM",,,,,,
1160,,,,,,,,,,1000,,,,,,,,,,1.77,,,,,,,,,,,,,64 MB,,,Dedicated Slot,,,,,Trio T3 SelfieÂ Â (Grey),,,,‚¹749,1.3MP,,,1.2 MHz,,,,32 MB,128 x 160$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
1161,,,,,,,,3.5 mm Stereo,,3600 mAh,,Yes,4.1,,,,,,16 M,5.5 inch,AMOLED,,128 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,,,"‚¹18,900",13MP,Yes,"CMOS, f1.7, Auto Focus",1.6 GHz,Octa Core,Exynos Octa-Core 1.6GHz,,3 GB,1920 x 1080 Pixels,,,Nano SIM (4FF),,13MP,Yes,"CMOS, f1.9","Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",,,4G LTE,,,,,178 g,802.11 a/b/g/n/ac (2.4 + 5 GHz)
1162,,,,,,,,3.5 mm,,1800 mAh,,Yes,,,,,,,,2.4 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,"I Kall K3311 Combo with Two MobileÂ Â (Silver Black, Silver Black)",0,,,"‚¹1,949",0.3MP,Yes,,,,,,32 MB,240 x 320 Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
